Date,SKU,Stock Level,Reorder Level,Cost Price,,Reorder Quantity
29-01-2024,SKU0097,253,81,30.4,,0
30-01-2024,SKU0097,182,56,25.37,,0
01-01-2024,SKU0098,149,136,25.61,,0
02-01-2024,SKU0098,36,133,31.53,,97
03-01-2024,SKU0098,468,133,28.69,,0
04-01-2024,SKU0098,489,81,10.97,,0
05-01-2024,SKU0098,412,139,13.87,,0
06-01-2024,SKU0098,409,149,11.38,,0
07-01-2024,SKU0098,325,137,36.2,,0
08-01-2024,SKU0098,138,114,28.79,,0
09-01-2024,SKU0098,99,107,24.34,,8
10-01-2024,SKU0098,403,102,40.93,,0
11-01-2024,SKU0098,235,141,19.66,,0
12-01-2024,SKU0098,83,139,30.56,,56
13-01-2024,SKU0098,346,83,8.35,,0
14-01-2024,SKU0098,453,139,38.5,,0
15-01-2024,SKU0098,32,149,36.28,,117
16-01-2024,SKU0098,120,118,41.11,,0
17-01-2024,SKU0098,29,105,44.8,,76
18-01-2024,SKU0098,433,115,39.11,,0
19-01-2024,SKU0098,33,81,43,,48
20-01-2024,SKU0098,132,147,20.55,,15
21-01-2024,SKU0098,207,99,20.45,,0
22-01-2024,SKU0098,139,143,47.49,,4
23-01-2024,SKU0098,75,73,46.16,,0
24-01-2024,SKU0098,74,141,29.68,,67
25-01-2024,SKU0098,307,95,21.5,,0
26-01-2024,SKU0098,306,52,43.97,,0
27-01-2024,SKU0098,404,59,19.55,,0
28-01-2024,SKU0098,454,55,11.91,,0
29-01-2024,SKU0098,57,147,33.78,,90
30-01-2024,SKU0098,97,144,6.92,,47
01-01-2024,SKU0099,124,101,22.06,,0
02-01-2024,SKU0099,447,99,41.34,,0
03-01-2024,SKU0099,348,107,18.28,,0
04-01-2024,SKU0099,133,101,46.91,,0
05-01-2024,SKU0099,483,62,48.01,,0
06-01-2024,SKU0099,225,108,41.71,,0
07-01-2024,SKU0099,432,88,49.44,,0
08-01-2024,SKU0099,199,102,28.88,,0
09-01-2024,SKU0099,36,107,30.61,,71
10-01-2024,SKU0099,137,69,42.63,,0
11-01-2024,SKU0099,207,112,27.18,,0
12-01-2024,SKU0099,193,145,23.3,,0
13-01-2024,SKU0099,55,59,32.66,,4
14-01-2024,SKU0099,338,75,34.59,,0
15-01-2024,SKU0099,326,68,38.79,,0
16-01-2024,SKU0099,321,142,35.07,,0
17-01-2024,SKU0099,300,110,38.56,,0
18-01-2024,SKU0099,86,126,35.36,,40
19-01-2024,SKU0099,94,83,26.62,,0
20-01-2024,SKU0099,195,133,11.07,,0
21-01-2024,SKU0099,191,93,40.34,,0
22-01-2024,SKU0099,143,67,6.39,,0
23-01-2024,SKU0099,9,147,49.66,,138
24-01-2024,SKU0099,240,121,42.28,,0
25-01-2024,SKU0099,148,65,35.19,,0
26-01-2024,SKU0099,475,136,48.5,,0
27-01-2024,SKU0099,493,145,32.56,,0
28-01-2024,SKU0099,139,126,7.54,,0
29-01-2024,SKU0099,12,75,30.17,,63
30-01-2024,SKU0099,253,114,17.47,,0
01-01-2024,SKU0100,499,115,21.63,,0
02-01-2024,SKU0100,487,126,25.68,,0
03-01-2024,SKU0100,80,76,39.86,,0
04-01-2024,SKU0100,209,53,27.63,,0
05-01-2024,SKU0100,372,100,26.36,,0
06-01-2024,SKU0100,393,133,18.59,,0
07-01-2024,SKU0100,377,52,29.29,,0
08-01-2024,SKU0100,219,136,16.18,,0
09-01-2024,SKU0100,396,115,16.74,,0
10-01-2024,SKU0100,417,65,39.08,,0
11-01-2024,SKU0100,58,123,20.41,,65
12-01-2024,SKU0100,127,77,7.31,,0
13-01-2024,SKU0100,304,93,20.47,,0
14-01-2024,SKU0100,261,67,33.74,,0
15-01-2024,SKU0100,267,51,41.63,,0
16-01-2024,SKU0100,28,127,48.29,,99
17-01-2024,SKU0100,332,93,38.58,,0
18-01-2024,SKU0100,379,69,24.3,,0
19-01-2024,SKU0100,281,105,18.46,,0
20-01-2024,SKU0100,67,72,10.83,,5
21-01-2024,SKU0100,206,109,33.25,,0
22-01-2024,SKU0100,271,120,27.94,,0
23-01-2024,SKU0100,308,94,35.5,,0
24-01-2024,SKU0100,402,96,15.67,,0
25-01-2024,SKU0100,174,127,19.56,,0
26-01-2024,SKU0100,217,86,18.14,,0
27-01-2024,SKU0100,159,57,40.89,,0
28-01-2024,SKU0100,325,54,12.71,,0
29-01-2024,SKU0100,243,72,32.38,,0
30-01-2024,SKU0100,252,59,7.31,,0
